Book Results on 2018.Sep.17
Accession Date (YYYYMMDD),Accession #, Title,Author,# Times Checked Out
18890928,6677,"Patience Strong's outings.","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",14
18890928,6678,"A summer in Leslie Goldthwaite's life.","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",74
18890928,6679,"The Gayworthys : a story of threads and thrums.","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",41
18890928,6680,"We girls :  ‡b a home story.","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",100
18890928,6681,"Underground city, or, The child of the cavern.","Verne, Jules, ‡d 1828-1905.",108
18890928,6682,"Anne : ‡b a novel.","Woolson, Constance Fenimore, ‡d 1840-1894.",116
18890928,6683,"Real folks.","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",59
18890928,6684,"Odd, or even?","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",65
18890928,6685,"Sights and insights : patience Strong's story of over the way.","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",41
18890928,6686,"Sights and insights : patience Strong's story of over the way.","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",26
18890928,6687,Bonnyborough.,"Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",48
18890928,6688,"Boys at Chequasset, or, ""A little leaven"".","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",16
18890928,6689,"The other girls.","Whitney, A. D. T. ‡q (Adeline Dutton Train), ‡d 1824-1906.",69
18890928,6690,"The tour of the world in eighty days.","Verne, Jules, ‡d 1828-1905.",43
18890928,6691,"Poetical works of William Cullen Bryant.","Bryant, William Cullen, ‡d 1794-1879.",18
18890928,6692,"Farm ballads.","Carleton, Will, ‡d 1845-1912.",28
18890928,6693,"City ballads.","Carleton, Will, ‡d 1845-1912.",20
18890928,6694,"The poetical works of Oliver Wendell Holmes.","Holmes, Oliver Wendell, ‡d 1809-1894.",28
18890928,6695,"Personal memoirs of P.H. Sheridan, general, United States Army.","Sheridan, Philip Henry, ‡d 1831-1888.",11
18890928,6696,"Personal memoirs of P.H. Sheridan, general, United States Army.","Sheridan, Philip Henry, ‡d 1831-1888.",8
18890928,6697,"Historic girls : stories of girls who have influenced the history of their times.","Brooks, Elbridge Streeter, ‡d 1846-1902.",8
18890928,6698,"Tales of the pathfinders.","Gilman, Arthur, ‡d 1837-1909.",8
18890928,6699,"Magna charta stories.","Arthur Gilman",3
18890928,7000,"Favorite authors for children.","Humphrey, Frances A., ‡c Mrs.",9
18890928,7001,"A day in ancient Rome : being a revision of Lohr's ""Aus dem alten Rom"" : with numerous illustrations.","Lohr, Friedrich.",6
18750220,160,"History of Mary queen of Scots.","Abbott, Jacob, ‡d 1803-1879.",30
18890928,7004,"Sea-side and way-side.","Wright, Julia McNair, ‡d 1840-1903.",7
18750220,161,"History of Darius the Great.","Abbott, Jacob, ‡d 1803-1879.",2
18890928,7005,"Music study in Germany.","Fay, Amy, ‡d 1844-1928.",7
18890928,7006,"The history of modern music : a course of lectures delivered at the Royal Institution of Great Britain.","Hullah, John, ‡d 1812-1884.",18
18890928,7007,"The repose in Egypt : a medley and Along the Bosphorus.","Wallace, Susan E. (Susan Elston), 1830-1907.",11
18890928,7008,"The great violinists and pianists.","Ferris, George T. ‡q (George Titus), ‡d b. 1840.",8
18890928,7009,"The great Italian and French composers.","Ferris, George T. ‡q (George Titus), ‡d b. 1840.",7
18890928,7010,"The great German composers.","Ferris, George T. ‡q (George Titus), ‡d b. 1840.",15
18890928,7011,"Great singers.","Ferris, George T. ‡q (George Titus), ‡d b. 1840.",3
18890928,7012,"Great singers.","Ferris, George T. ‡q (George Titus), ‡d b. 1840.",1
18750220,164,"A memoir of the life of Peter the Great.","Barrow, John, ‡c Sir, ‡d 1764-1848.",1
18750220,168,"The great efficacy of simple faith in the atonement of Christ : exemplified in a memoir of Mr. William Carvosso, sixty years a class-leader in the Wesleyan Methodist Connection.","Carvosso, William, ‡d 1750-1834.",1
18750220,169,"The lives of Christopher Columbus, the discoverer of America, and Americus Vespucius the Florentine.",,4
18750220,170,"Lives of the ancient philosophers.","Fénelon, François de Salignac de La Mothe-, 1651-1715.",2
18750220,172,"Lives and voyages of Drake, Cavendish, and Dampier : including an introductory view of the earlier discoveries in the South Sea and the history of the bucaniers.","Johnstone, C. I. (Christian Isoble), 1781-1857.",1
18890928,7013,"Little folks of other lands.","Chaplin, Fannie P.",32
18890928,7014,"An introduction to the study of Shakespeare.","Corson, Hiram, ‡d 1828-1911.",15
18890928,7015,"Venetian life.","Howells, William Dean, ‡d 1837-1920.",13
18750220,173,"Footprints of famous men : designed as incitements to intellectual industry.","Edgar, John G. (John George), 1834-1864.",3
18750220,174,"Footprints of famous men : designed as incitements to intellectual industry.","Edgar, John G. (John George), 1834-1864.",3
18750220,175,"Memoirs of Benjamin Franklin.","Franklin,  Benjamin, ‡d 1706-1790.",2
18890930,7022,"Senate executive documents.","United States. Congress. Senate.",1
18890930,7028,"Annual report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution.","Smithsonian Institution. ‡b Bureau of Ethnology.",1
18750220,178,"The life and voyages of Christopher Columbus.","Irving, Washington, ‡d 1783-1859.",8
18750220,181,"The life and voyages of Christopher Columbus.","Irving, Washingon, ‡d 1783-1859.",1
18750220,183,"Life of Andrew Jackson",,1
18750220,184,"The history of Charlemagne.","James, G. P. R. ‡q (George Payne Rainsford), ‡d 1801?-1860.",4
18890930,7035,"The War of the Rebellion : a compilation of the official records of the Union and Confederate armies.","United States. War Dept.",10
18981110,10919,"When knighthood was in flower : or, The love story of Charles Brandon and Mary Tudor, the king's sister, and happening in the reign of ... Henry VIII.","Major, Charls, 1856-1913.",138
18981110,10920,"Dariel : a romance of Surrey.","Blackmore, R. D. (Richard Doddridge), 1825-1900.",72
18981110,10921,"For love of country : a story of land and sea in the days of the revolution.","Brady, Cyrus Townsend, 1861-1920.",83
18890930,7038,"Annual report of the chief of engineers to the secretary of war for the year ...","United States. ‡b Army. ‡b Corps of Engineers.",1
18981110,10922,"Barbara, lady's maid and peeress.","Alexander, Mrs., 1825-1902.",134
18981110,10923,"An enemy to the king : from the recently discovered memoirs of the Sieur de la Tournoire.","Stephens, Robert Neilson, 1867-1906.",96
18981110,10924,"The red patriot : a story of the American revolution.","Stoddard, William Osborn, 1835-1925.",1
18981108,10925,"The workers : an experiment in reality.","Wyckoff, Walter Augustus, 1865-1908.",55
18981110,10926,"Under the tamaracks, or, A summer with General Grant at the Thousand Islands.","Brooks, Elbridge Streeter, 1846-1902.",51
18981110,10927,"On the red staircase.","Taylor, Mary Imlay, 1878-1938.",66
18981110,10928,"A little New England maid : a book for both boys and girls.","Woods, Kate Tannatt, 1838-1910.",76
18981110,10929,"The great island, or, Cast away in Papua.","Allen, Willis Boyd, 1855-1938.",44
18981110,10930,"Navy blue : a story of cadet life in the United States Naval Academy at Annapolis.","Allen, Willis Boyd, 1855-1938.",94
18981110,10931,"Crowded out o' Crofield, or, The boy who made his way.","Stoddard, William Osborn, 1835-1925.",79
18981110,10932,"Making fate.","Alden, Isabella Macdonald, 1841-1930.",74
18750220,185,"Lives of John Jay and Alexander Hamilton.","Renwick, Henry B. ‡q (Henry Brevoort), ‡d 1817-1895.",2
18750220,186,"Plutarch's lives.",Plutarch.,4
18750220,188,"An autobiography : My schools and schoolmasters; or, The story of my education.","Miller, Hugh, ‡d 1802-1856.",1
18750220,190,"Memorial record of the nation's tribute to Abraham Lincoln.","Morris, B.F. ‡q (Benjamin Franklin), ‡d 1810-1867.",2
18750220,192,"The history of the reign of the Emperor Charles V : with a view of the progress of society in Europe from the subversion of the Roman Empire to the beginning of the sixteenth century.","Robertson, William, ‡d 1721-1793.",1
18750220,193,"Life of Oliver Cromwell.","Russell, Michael, Bishop of Glasgow and Galloway, 1781-1848.",3
18750220,194,"Life of Oliver Cromwell.","Russell, Michael, Bishop of Glasgow and Galloway, 1781-1848.",1
18890930,7039,"Gedichte von Ludwig Uhland.","Uhland, Ludwig, 1787-1862.",2
18750220,198,"Lives of John Stark, Charles Brockden Brown, Richard Montgomery, and Ethan Allen.",,1
18981110,10933,"The red-bridge neighborhood : a novel.","Pool, Maria Louise, 1841-1898.",84
18981110,10934,"Three pretty maids.","Blanchard, Amy Ella, 1856-1926.",104
18981110,10935,"The true story book.","Lang, Andrew, 1844-1912.",30
18750220,200,"Lives of Anthony Wayne and Sir Henry Vane.",,2
18981110,10936,"The lost gold of the Montezumas : a story of the Alamo.","Stoddard, William Osborn, 1835-1925.",51
18890930,7042,"Report of Commissioner of Fish and Fisheries.","United States Fish Commission.",1
18981110,10937,"The pink fairy book.","Lang, Andrew, 1844-1912.",83
18981110,10938,Haworth's.,"Burnett, Frances Hodgson, 1849-1924.",108
18981110,10939,"Vagabondia : a love story.","Burnett, Frances Hodgson, 1849-1924.",99
18890930,7049,"International monetary conference held in Paris, in August, 1878, under the auspices of the Ministry of foreign affairs of the republic of France.","International Monetary Conference ‡d (1878 : ‡c Paris)",2
18750220,201,"Lives of William Pinkney, William Ellery, and Cotton Mather.",,2
18981110,10940,"The Durket sperret : a novel.","Elliott, Sarah Barnwell, 1848-1928.",47
18750220,203,"Lives of Jonathan Edwards and David Brainerd.",,1
18750220,204,"Lives of Baron Steuben, Sebastian Cabot, and William Eaton.",,2
18981110,10941,"On the winning side : a southern story of ante-bellum times.","Walworth, Jeannette H., 1837-1918.",86
18981110,10942,"Son of Ishmael.","Meade, L. T., 1854-1914.",72
18981110,10943,"The lady of the forest.","Meade, L. T., 1854-1914.",105
18981110,10944,"A handful of silver.","Meade, L. T., 1854-1914.",61
18981110,10945,"The Chautauqua Girls at home.","Alden, Isabella Macdonald, 1841-1930.",57
18870620,6349,"House reports.","United States. Congress. House.",1
18981110,10946,"Cian of the chariots : a romance of the days of Arthur.","Babcock, William Henry, 1849-1922.",27
18981110,10947,"Roden's corner.","Merriman, Henry Seton, 1862-1903.",87
18981110,10948,"Old maids, and Burglars in paradise.","Phelps, Elizabeth Stuart, 1844-1911.",50
18981110,10949,"The lion of Janina : or, The last days of the Janissaries, a Turkish novel.","Jókai, Mór, 1825-1904.",28
18981110,10950,"Uncle Lisha's outing.","Robinson, Rowland Evans, 1833-1900.",32
18981110,10951,"A son of Israel : an original story.","Penn, Rachel, b. 1857.",52
18981110,10953,"Rupert of Hentzau : from the memoirs of Fritz von Tarlenheim.","Hawkins, Anthony Hope, 1863-1933.",93
18981110,10952,"The Kentuckians : a novel.","Fox, John, 1863-1919.",89
18981110,10954,"Lochinvar : a novel.","Crockett, S. R. (Samuel Rutherford), 1860-1914.",75
18981110,10955,"In Kedar's tents.","Merriman, Henry Seton, 1862-1903.",63
18981110,10956,"Tekla : a romance of love and war.","Barr, Robert, 1850-1912.",139
18981110,10957,"The general's double : a story of the Army of the Potomac.","King, Charles, 1844-1933.",84
18981110,10958,"From the throttle to the President's chair : a story of American railway life.","Ellis, Edward Sylvester, 1840-1916.",125
18750220,206,"Lives of Robert Cavelier de La Salle and Patrick Henry.",,1
18890930,7060,"Report of the tests of metals and other materials for industrial purposes made with the United States testing machine at Watertown Arsenal, Massachusetts, during the year ended ...",,1
18981110,10959,"The lion of St. Mark : a story of Venice in the fourteenth century.","Henty, G. A. (George Alfred), 1832-1902.",63
18981110,10960,"With Frederick the Great : a story of the Seven Years' War.","Henty, G. A. (George Alfred), 1832-1902.",38
18981110,10961,"The young reporter : a story of Printing House Square.","Drysdale, William, 1852-1901.",148
18891110,10962,"The fast mail : the story of a train boy.","Drysdale, William, 1852-1901.",141
18981110,10963,"A fascinating traitor : an Anglo-Indian story.","Savage, Richard, 1846-1903.",85
18981110,10964,"The ruins and excavations of ancient Rome; a companion book for students and travelers","Lanciani, Rodolfo Amedeo, 1847-1929.",4
18750220,210,"Lives of Ezra Stiles, John Fitch, and Anne Hutchinson.",,64
18750220,212,"Lives of Charles Lee and Joseph Reed.",,3
18981110,10965,"St. Ives : being the adventures of a French prisoner in England.","Stevenson, Robert Louis, 1850-1894.",71
18981110,10966,"Weir of Hermiston : the misadventures of John Nicholson. The story of a lie. The body-snatcher.","Stevenson, Robert Louis, 1850-1894.",37
18750220,214,"Life of Nathanael Greene, major-general in the army of the revolution.","Greene, George Washington, 1811-1883.",77
18981110,10967,"A leafless spring.","Schubin, Ossip, 1854-1934.",82
18981110,10968,"Yankee ships and Yankee sailors : tales of 1812.","Barnes, James, 1866-1936.",55
18750220,216,"Lives of Edward Preble and William Penn.",,26
18981110,10969,"The Pilgrims in their three homes : England, Holland, America.","Griffis, William Elliot, 1843-1928.",10
18981110,10970,"The house of hidden treasure.","Tuttiett, Mary Gleed, d. 1923.",92
18981110,10971,"In the heart of the storm : a tale of modern chivalry.","Tuttiett, Mary Gleed, d. 1923.",84
18981110,10972,"Her ladyship's elephant.","Wells, David Dwight, 1868-1900.",127
18981110,10973,"Sir Gibbie.","MacDonald, George, 1824-1905.",80
18750220,217,"Lives of Daniel Boone and Benjamin Lincoln.",,2
18750220,218,"Life of John Ledyard, American traveller.","Sparks, Jared, 1789-1866.",40
18981110,10974,"The waters of Caney Fork : a romance of Tennessee.","Read, Opie Percival, 1852-1939.",46
18750220,220,"The life of the Chevalier Bayard : ""The good knight"" ; ""Sans peur et sans reproche","Simms, William Gilmore, 1806-1870.",88
18981110,10975,"Cheerful yesterdays.","Higginson, Thomas Wentworth, 1823-1911.",7
18981110,10976,"Prisoners of the sea : a romance of the seventeenth century.","Kingsley, Florence Morse, 1859-1937.",82
18981110,10977,"Titus : a comrade of the cross : a tale of the Christ for the Christmas-tide.","Kingsley, Florence Morse, 1859-1937.",18
18981110,10978,"Stephen : a soldier of the cross.","Kingsley, Florence Morse, 1859-1937.",31
18981110,10979,"Paul, a herald of the cross.","Kingsley, Florence Morse, 1859-1937.",28
18750220,223,"Indian biography; or, An historical account of those individuals who have been distinguished among the North American natives as orators, warriors, statesmen, and other remarkable characters.","Thatcher, B. B. (Benjamin Bussey), 1809-1840.",2
18750220,224,"The orators of France.","Cormenin, Louis-Marie de Lahaye, vicomte de, 1788-1868.",2
18981110,10980,"Artists of the nineteenth century and their works : a handbook containing two thousand and fifty biographical sketches.","Waters, Clara Erskine Clement, 1834-1916.",4
18981110,10981,"Books and culture.","Mabie, Hamilton Wright, 1846-1916.",12
18981110,10982,"A jaunt through Java : the story of a journey to the sacred mountain by two American boys.","Ellis, Edward Sylvester, 1840-1916.",67
18750220,225,"Sketches of the lives and judicial services of the chief-justices of the Supreme Court of the United States. ","Van Santvoord, George, 1819-1863.",25
